artist,songs_uploaded,plays,website,facebook,instagram,youtube,twitter
Little Victories,8,30,,https://www.facebook.com/LittleVictoriesWa/,instagram.com/littlevictoriesseattle,https://www.youtube.com/channel/UCLF2EQZD06MHpn8g8FPkx4g,https://twitter.com/lilvictoriessea
Ellis Easley,0,0,https://elliseasley.bandcamp.com/,https://www.facebook.com/EllisEasleyMusic/?ref=bookmarks,https://www.instagram.com/easlobear/,https://www.youtube.com/channel/UCJFsPXM4BMekmnzzYnCCB2Q?view_as=subscriber,
Sonny D504 x NewOrleansOwn D. Strong (N.O.o.D.S),0,0,504gorealla.wixsite.com/504gorealla ,www.facebook.com/dstrong504,www.instagram.com/gorealla_brand,www.youtube.com/dstrong504 ,@gorealla_brand
Mia Sera,1,14,www.miaseramusic.com,www.facebook.com/miaseramusic,www.instagram.com/miaseramusic,www.youtube.com/c/miaseramusic,@miaseramusic
Bold Adventure Band,2,4,boldadventureband.com,bold adventure band,,Bold Adventure Band ,
Dj Yung Cee,25,240,https://soundcloud.com/djyungcee-official,,https://www.instagram.com/dj.yung/,https://www.youtube.com/channel/UCT5kytuD3nrkhR6pJN-hmmg?view_as=subscriber,
Caffeine Addicts,1,1,www.caffaddicts.com,www.facebook.com/caffaddicts,www.instagram.com/caffaddicts,https://www.youtube.com/channel/UCEbi_yHvC3RLVRj_qUrKhQQ?view_as=subscriber,
DriDri,1,0,,www.facebook.com/AdriannaDorsey,www.instagram.com/s.c.g._dridri,www.youtube.com/DriDri04Hittz,
Larry2000 ,0,0,,www.facebook.com/lawrenceupchurch,www.instagram.com/larry_up_church,www.youtube.com/lupchurch,
Stephen Edmond Jr,1,2,www.stephenedmondjr.com,https://www.facebook.com/StephenEdmondJr/,https://www.instagram.com/stephenedmondjr/,https://www.youtube.com/c/StephenEdmondJr,https://twitter.com/stephenedmondjr
Jeremiah Payne,1,0,,,,,
Fetty Lingo,0,0,,www.facebook.com/fettylingo,www.instagram.com/fettylingo,,@fettylingo
REPTILIAN GOD MANA,3,6,https://soundcloud.com/realreptoidshit,,,,
Steven Gary,5,13,www.stevengary.net,https://www.facebook.com/Steven-Gary-171336449572092/,,https://www.youtube.com/user/stevengarymusic,
Neutral,0,0,,,,,
YvngXne,0,0,,,,,
Rex Richards,0,0,,www.facebook.com/RexRichardsMusic,www.instagram.com/rexwill12,www/youtube.com/c/RexRichardsMusic,
Tru,0,0,,,,,
King Enemy,1,1,www.soundcloud.com/therealkingenemy,www.facebook.com/tharealkingenemy,www.instagram.com/therealkingenemy,https://www.youtube.com/channel/UCHUYnMnb33j0CL4ZMgIRpYg,@kingofthawood
Cannady Law Beats,4,6,,Facebook/CannadyLawBeats,@Cannadylawbeats74,,@74TalkToMe
Tlyriks,1,0,,www.facebook.com/Tlyriks,www.instagram.com/Tlyriks,,@Tlyriks
t.Roy & the smoking section,3,6,https://t-roythesmokingsection.bandcamp.com,https://www.facebook.com/TRoy-Asheville-Sessions-315803432647329/,,https://www.youtube.com/channel/UCrfohWYgp_QT3bdVMNUCLdw?view_as=subscriber,
Lord Of Ciphers ,0,0,,www.facebook.com/lordofciphers ,www.instagram.com/lordofciphers ,https://www.youtube.com/channel/UCwfztafF63QRNQaFziGh4vQ,quantumpapi 
Boxcar Hex,9,10,https://www.facebook.com/TheBoxcarHex,https://www.facebook.com/TheBoxcarHex,https://www.instagram.com/hexlub/,www.youtube.com/hexlub,@hexlub
985Chris,4,7,https://soundcloud.com/fiyahboy985,www.facebook.com/985chris,www.instagram.com/985chris_,https://www.youtube.com/channel/UCmhwVTHNFnrp4S1YsQ1-0Pg,@985chris
Joshua Blatman,4,7,,,https://www.instagram.com/JoshuaBlatman,https://www.youtube.com/channel/UCyDPpKeSGlDVq2k35_GsWMA,
SquareSyntax,0,0,https://squaresyntax.bandcamp.com/,https://www.facebook.com/SquareSyntax/,,,
Juan Cosby,9,28,www.juancosby.com,www.facebook.com/juancosby,www.instagram.com/juancosby,www.youtube.com/grasshopperjuice,@juancosby
Spoken Nerd,0,0,spokennerd.org,facebook.com/spokennerd,instagram.com/spokennerd,youtube.com/spokennerd,@spokennerd
Sammyd,0,0,www.yfnsammyd.com,www.facebook.com/yfnsammyd,www.instagram.com/yourfriendlyneighborhoodsammyd,www.youtube.com/sammyd,
Adam Bloom,3,2,,,,,@adambloommusic
D.SCHOLL,0,0,,,https://www.instagram.com/dscholl03/,https://www.youtube.com/channel/UCCIzFeqYPYkMD05M6C4EjkQ,
Dave Baker,3,4,www.dabmusic.com,,,,
Tim Wolf,1,0,https://thetimwolf.com/,www.facebook.com/thetimwolf,www.instagram.com/thetimwolf,https://www.youtube.com/channel/UCdjrpKIPFJTCKV08u3WkdEw,@thetimwolf
Marco Iannello,19,7,https://musicalwizardry.com/,https://www.facebook.com/musicalwizardry,https://www.instagram.com/musicalwizardry/,https://www.youtube.com/channel/UCvtrMeB7n3fXUU_KAX4q8sA,@musicalwizardry
Black Signal,0,0,www.blcksgnl.com,facebook.com/blcksgnl,www.instagram.com/blacksignal,https://www.youtube.com/blacksignal,@blcksgnl
DJ Reign,4,7,http://www.dj-reign.com,DJAcidReign,https://www.instagram.com/djreign_records/,UC5tFfgOnDY31nfmVn7feIGw,DJAcidReign
Purg,1,0,,,,,
Gxilla,1,3,,Www.facebook.com/jovanHall,Www.instagram.com/g_xilla,,@thesin74
keyvonni campbell,0,0,,,www.instagram.com/vnote_,,
CHEETAH,0,0,www.cheetahsings.com,www.facebook.com/cheetahsings,,,
BeatsByO.M.E.N,1,2,www.wearetheu.com,https://www.facebook.com/Beats-BY-the-OMEN-147158788677367/?view_public_for=147158788677367,,https://m.youtube.com/channel/UCakiFc7rCOIJlBLVwaWGVzg,@we_r_the_u
The Gatico Groove,1,1,,,,,
Dreamscape William$,1,2,,https://www.facebook.com/dreamscapewilliams/,https://www.instagram.com,https://www.youtube.com/channel/UCIiH31Z9XfmJIzRYAeJPiFA?view_as=subscriber,@bringOutDwill
Palexio,0,0,www.palexio.net,,www.instagram.com/palexio_,,@palexio_
Jeff Young ,1,1,https://store.cdbaby.com/Artist/JeffYoung,https://www.facebook.com/megajeffyoung,flyingv4me, www.youtube.com/jeffyoungtube,jeffscottyoung
Special Purpose,2,8,https://www.specialpurposeband.com/,https://www.facebook.com/specialpurposeportland/,,https://www.youtube.com/channel/UCS_O6eOsNrbYCJ7GJ4fPIrA?view_as=subscriber,
Cool Baby Glasses,4,4,www.coolbabyglasses.bandcamp.com,www.facebook.com/coolbabyglasses,www.instagram.com/coolbabyglasses,https://www.youtube.com/channel/UCFsqAVHhW44hfg3lj0CXa-Q,
Qual,0,0,https://store.cdbaby.com/Artist/Qual,,,https://www.youtube.com/user/QualAnthony/about,
Rizo Balic,5,2,http://www.numberonemusic.com/rizobalic,http://www.facebook.com/rizobalic,http://instagram.com/rizobalic,http://www.youtube.com/rizobalic,@rizobalic
Cash Butta,0,0,https://m.soundcloud.com/cashbuttamuzik/sets/hyena-savage-kingdom-vol-1,www.facebook.com/cashbutta,www.instagram.com/cashbutta,www.youtube.com/cashbutta,@cashbutta
Blaine and Leah Howard,1,0,www.bandcamp.com/blaineandleahhoward,www.facebook.com/blaineandleahhoward,,,
October Evans,1,6,http://octoberevansmusic.com,https://www.facebook.com/OctoberEvansOfficial/,https://www.instagram.com/queerandkinkywanderlustgrrrl/,https://www.youtube.com/channel/UCuv0HRabwV1SHhnbF1fBJ5A/,@TheOctoberEvans
Yung Anoma1y,1,0,,https://www.facebook.com/YungAnoma1y/,,,
BraNNue LIFE,1,2,www.BraNNueLIFEMusic.com,www.facebook.com/Brannuelife,www.instagram.com/brannuelife,www.youtube.com/Brannuelife,@brannuelife
Lg dash apt ,0,0,Lgdashaptmusic.selz.com,,,,
Maskedup yo,0,0,,Facebook.com/maskedupyo,Instagram.com/maskedup.yo,Youtube.com/maskedupyo,@maskedupyo
KG,0,0,www.soundcloud.com/lucasmeseck,KG,King_goon_64 ,Itzkat,@KingGOON6
Astronautic ,0,0,,,https://www.instagram.com/starshittz?r=nametag,,
Tipsy,0,0,,,Qotsld,,
Diseman,0,0,,https://m.facebook.com/disemanmusic1/?ref=bookmarks,www.instagram.com/disemanaon,https://youtu.be/u2P__4ttmNE,@slinkchaimbur
Twenty Elbridge,0,0,www.twentytapes.com,www.facebook.com/twentyelbridge,www.instagram.com/twentyelbridge,www.youtube.com/c/twentyelbridge,@twentyelbridge
J-Carter,1,6,https://www.jcarter.rocks,https://www.facebook.com/lyricaltimebomb,https://www.instagram.com/jcarterrocks,https://www.youtube.com/watch?v=lpvQtQqmAVM,Jjcarter1976
eveqaxietuyo,0,0,http://mewkid.net/order-amoxicillin/,,,eveqaxietuyo,
eainuxe,0,0,http://mewkid.net/order-amoxicillin/,,,eainuxe,
Through It All,4,6,www.throughitallband.com,www.facebook.com/OfficialTIABand,www.instagram.com/OfficialTIABand,www.youtube.com/c/ThroughItAll,@OfficialTIABand
Amen P,0,0,,,@amenp56,,@amenp56
Bennett Handler,0,0,,,www.instagram.com/bennett.handler,,
Getty Diesel,0,0,Www.youtube.com/thegettydprojects,https://m.facebook.com/Gettyd333/,Instagram.com/getty_diesel,YouTube.com/thegettydprojects,@DieselGetty
J.Lane’t,1,0,https://jlanetmusic.com/,www.facebook.com/jlanetmusic,www.instagram.com/jlanetmusic,www.youtube.com/jmostyles1,@jlanetmusic
Maggy's Kid,0,0,2stoned.co,https://www.facebook.com/Maggys-Kid-320459942175368/,instagram.com/maggyskid,,@maggyskid
Rebecca Jo,0,0,,,,,
Big Homiee Twon,2,1,https://unitedmasters.com/big-homiee-twon,bighomieetwon,bighomieetwon,www.youtube.com/antwon866,@bighomieetwon
Chillio Willio,1,2,www.chilliowillio.com,www.facebook.com/chilliowillio,www.instagram.com/chillio_willio,https://www.youtube.com/channel/UCwJbmvD3fFcrAatsmT2Mqdw,@chilliowillio
Bassassin,1,1,http://www.djbassassin.com,www.facebook.com/djbassassin,https://www.instagram.com/djbassassin,https://www.youtube.com/channel/UCLEBh44cRle-rVgKlSBiRCQ,https://www.twitter.com/djbassassin
Dee Hemingway Music Presents,0,0,,www.facebook.com/deehemingwaymusic,www.instagram.com/deehemingwaymusic,,@deehemingwaymusic
Young Wic,0,0,,https://www.facebook.com/young.wic,https://instagram.com/Wic305,,
Neil Mehta,0,0,https://neilmehta03.wixsite.com/musiclessonsbynm,,https://www.instagram.com/neilmehta032018/,,
Sunanda Gaskins,0,0,,facebook.com/sunanda.gaskins,,youtube.com/sunandacarmela,
The Brownstone Collective,0,0,,www.facebook.com/BrownstoneCollective,www.instagram.com/BrownstoneCollective,,
Kevin T. Brennan,6,11,www.kevintbrennan.com,www.facebook.com/kevintbrennan,www.instagram.com/kevintmusicbox,https://www.youtube.com/channel/UC3Eg51AiUVG5NNJUR47gmEQ,
Gmullens,2,3,,Gifted Mullens ,_rioworld4life ,https://youtu.be/gUm1WZr5F-s,@sexdemon21
Cardyae Framez,0,0,www.reverbnation.com/CardyaeFramez,www.facebook.com/PaulGeorge,www.instagram.com/cardyaeframez,www.youtube.com/cardyaeframez,
Sky Fiddler,2,4,,https://www.facebook.com/skyrosetta/,https://www.instagram.com/skyfiddler/?hl=en,,
KaneHanks,1,1,,https://www.facebook.com/lamar.hanks.5,https://www.instagram.com/p/B0jmVLPj4Za/?igshid=1dwhz7go0hy98,Www.youtube/kanehanks,
Billy Stackinn,0,0,https://soundcloud.com/benstackin,,stackinn_,Benstackin,stackinn041
Squigs,0,0,https://squigsmusic.com,www.facebook.com/squigsmusic,www.instagram.com/squigsmusic,www.youtube.com/squigsmusic,@squigsmusic
Lapzul,3,4,LapzulMusic.Wixsite.com/Artist,Facebook.com/LapzulMusic,Instagram.com/LapzulMusic,https://www.youtube.com/channel/UCLYBV3ADFEO6JgxNFJu9cUA,@LapzulMusic
JT3 Production,8,7,www.theJT3Production.com,JT Higgins III,www.jt3production,https://www.youtube.com/channel/UCVDxXBnYx3S_OHFhEitR7uQ,
Ayahuasca,0,0,www.soundcloud.com/ayahuascathetruth,,,,
Doctor Steevo.,10,7,,,,,
Will Pilgrim,8,9,,,www.instagram.com/willpilgrim_313,,@willpilgrim313
Jayypretttii,0,0,,,www.instagram.com/jayyprettii,www.youtube.com/jayyprettii,
P.H.I.R.E. JONES ,1,1,https://open.spotify.com/track/4d4cF2BhnJ04O9S9Ve5NaW?si=uou6x766TxyB3DrM9Z4sBw,,https://www.instagram.com/p.h.i.r.e._jones.15/,https://www.youtube.com/watch?v=_UXrwNkKHuk,
After Alice,6,5,www.afteralice.net,www.facebook.com/AfterAlice,www.instagram.com/afteraliceband,https://www.youtube.com/channel/UC1fX8Hkm0Csl2aXsK2xvOcQ,@afteraliceband
Go10,2,3,www.dynamikduobeats.com/,www.facebook.com/F.N.S.MusicGroup,www.instagram.com/dynamikduobeats/,www.youtube.com/user/fnsmusicgroup,@Go10_from_FNS
Geoff Bradley,1,0,,www.facebook.com/geoffbradley,,www.youtube.com/geoffbradley,@geoffbradley
H-Infinity ,5,4,http://thewalkingclassic.com/,,https://www.instagram.com/thewalkingclassic/,https://www.youtube.com/channel/UCS6M6aQo0oIJ3vH4PuCFp0A?view_as=subscriber,walkingclassic
Subliminal Payback,5,13,https://subliminalpayback.bandcamp.com/,www.facebook.com/SubliminalPayback,,https://www.youtube.com/channel/UClpabzEArZq8E2wRHu3taeA,
X5,1,0,,,X5_Out_Niggas,,
Thunder Horse,6,7,www.thunderhorseofficial.com,www.facebook.com/thunderhorseofficial,www.instagram.com/thunderhorse_tx,https://www.youtube.com/channel/UCE0w5HKQUrEUexoMyQmRJHA?,@thunderhorsetx
Distorted Kid,5,6,https://www.distortedkid.com/,https://www.facebook.com/distortedkid/,,,@distortedkidcom
Orchestra Fuego,10,22,https://orchestrafuego.com/,https://www.facebook.com/OrchestraFuego/,https://www.instagram.com/orchestrafuego/,https://www.youtube.com/orchestrafuego,https://twitter.com/OrchestraFuego
Jay Majesty,0,0,,https://www.facebook.com/jaymajesty/,jaymajesty_pke,https://www.youtube.com/channel/UCcNsNCYgz3-sYGoEO__85-g?view_as=subscriber,
Jürgen Joherl,5,4,www.reverbnation.com/juergenjoherl,www.facebook.com/juergenjoherlmusic,,www.youtube.com/user/jjoherl,@JuergenJoherl
Meresha,2,6,www.Meresha.com,www.facebook.com/Mereshas,www.Instagram.com/Mereshas,youtube.com/Meresha,@Mereshas
Freddy Gonzalez,1,2,http://freddygonzalezsongs.com/,,,,
Jaye Wood,6,11,www.jayewood.com,https://www.facebook.com/iJayewood,https://www.instagram.com/ijayewood,https://www.youtube.com/channel/UCRt0znKZSq5MXCMSLpnIFIQ,@ijayewood
DJ AJMaalik,1,1,https://www.facebook.com/pg/AJMaalik/about/?ref=page_internal,https://www.facebook.com/pg/AJMaalik/,ajmaalik,https://www.youtube.com/watch?v=kcAZS8ieqkY,DJ AJMaalik @ajmaalik
TH1RT3EN,11,16,,www.facebook.com/iamthereal13,www.instagram.com/iamthereal13,,
Goodnight Carnage,1,0,www.goodnightcarnage.com,goodnight caranage@gnightcarnage,www.goodnightcarnage.com,https://www.youtube.com/channel/UCu5XjU1Uqo2whbVg1FxTjbQ,@gnightcarnage
richART,0,0,,https://www.facebook.com/richartmusicofficial,https://www.instagram.com/patakiricsi/,https://www.youtube.com/channel/UCkXDfyvrU54dAFfrdM_pJig,@richARTofficial
Arden Lanes,1,0, https://ardenlanes.online,https://www.facebook.com/arden.lanes.14,,,@ardenlanes
DD Allen,1,0,https://ddallen.com ,https://www.facebook.com/ddallenmusic,https://www.instagram.com/ddallenmusic,https://www.youtube.com/ddallenmusic,@ddallenmusic
Qra5z G,0,0,,,https://www.instagram.com/qra5z_g/,https://youtu.be/0Ij5FvzLIYo,
2xx,0,0,n/a,n/a,https://www.instagram.com/p/B07NMqih2U3/?igshid=1uma96iodhzhe,https://youtu.be/bZcDhIciCv4,@Official_2xx
Keith Frank,0,0,,,,,
MiSTA SUWi,0,0,https://unitedmasters.com/mista-suwi,,www.instagram.com/suwi_jay,,suwi_dont_do_it
introvert,0,0,http://introvertband.website2.me/,https://www.facebook.com/introvert.cy/?ref=br_rs,https://www.instagram.com/_introvert_music/,https://www.youtube.com/channel/UCazF4-qZxFk88pFe8PqIqZw?view_as=subscriber,
Stockton,0,0,https://joshstockton.wixsite.com/stockton,https://facebook.com/JoshStocktonMusic/,www.instagram.com/josh.stockton/,,
Dezzy Call,0,0,Www.soundcloud.com/dezzycall,Www.facebook.com/officialdezzycall,Www.instagram.com/desmondcollier,Www.youtube.com/dezzycall,@dezzycall
iHustla,3,0,www.reverbnation.com/therealihustla,www.facebook.com/therealihustla,www.instagram.com/therealihustla,www.youtube.com/therealihustla,@therealihustla
Pablo D. Shabazz,6,4,,https://www.facebook.com/HolyShabazzz/,www.instagram.com/holyshabazz,https://www.youtube.com/channel/UC9KyBsSBw3xXe_CYG-Uf3jA,
Lil Baby Ball,0,0,,,thealmightypizzalunchable,,youngcoketoes
Lilah,0,0,,www.facebook.com/lilahsmuzik,www.instagram.com/longlivelilah,,@longlivelilah
Nick Tumi,0,0,,,Instagram.com/nicktumi,YouTube.com/nicktumi,
Farout,0,0,www.indyground.com,www.facebook.com/faroutrhymes,www.instagram.com/faroutrhymes,https://www.youtube.com/playlist?list=PLF5GwhsJHlbI25cVGJNKYf7yNYRTRN1we,FaroutRhymes
PSYCHO JORDAN,0,0,,,,,
Kelsea Robin,0,0,https://www.kelsearobin.com/,https://www.facebook.com/kelsearobin/,https://www.instagram.com/mypremiummediocrelife/,https://www.youtube.com/channel/UCvgRv9d96_67C6ieItS5BWg?view_as=subscriber,
Gideon  Greer,0,0,gideongreer.com,,,https://www.youtube.com/channel/UCckfAKMy_BIMCxNEK_LBJuw,@gideongreer
Dfect97,0,0,,,www.instagram.com/Dfect97,,@Dfect97
Johnny Wonder ,1,1,,https://www.facebook.com/johnnywonderexperience/,,,
Alina Yudaeva,9,13,https://alina-yudaeva.ru/,https://www.facebook.com/alinayudaeva,https://www.instagram.com/yudaevamusic,www.youtube.com/morskoyorkestr,@Alina_Yudaeva
The Wag,4,3,www.thewagband.com,www.facebook.com/thewagband,https://www.instagram.com/thewagband/,https://www.youtube.com/user/TheWagBand,https://twitter.com/thewag
Ace broham,0,0,,Www.facebook.com/acebroham,Www.intsagram.com/ace_broham18,Www.youtube.com/acebroham,@Ace_broham18
Billy Hoodoo,0,0,www.facebook.com/billyhoodoo,https://www.facebook.com/caddydaddyout.the.water,www.instagram.com,https://www.youtube.com/user/ApplepieTASTIC,billyhoodoo
Lisa Bender,1,1,alansmom.life,,,https://www.youtube.com/channel/UCrrI2qGOuI42VD_y4kQXQaA?view_as=subscriber,
Amycanbe,1,1,www.amycanbe.it,www.facebook.com/amycanbe,www.instagram.com/amycanbe,www.youtube.com/amycanbe,@amycanbe
Jo-Nathan McLean,0,0,www.jonathanonline.rocks,,,,
Piqued Jacks,2,7,https://www.piquedjacks.com/,https://www.facebook.com/piquedjacks/,https://www.instagram.com/piquedjacks/,https://www.youtube.com/fourPiquedJacks,@PiquedJacks
Ralph Pagano,4,1,https://www.ralphpaganomusic.com,https://www.facebook.com/RPaganomusic/,https://www.instagram.com/rpaganomusic/,https://www.youtube.com/channel/UC60gHVql1pLZLMFBgPa3yXg?view_as=subscriber,@rpaganomusic
Test,2,0,,,,,
Victim Of Illusion,8,1,https://victimofillusion.wixsite.com/victimofillusion,www.facebook.com/victimofillusion,www.instagram.com/victimofillusion,www.youtube.com/user/Victimofillusion,@Victimofillusio
thinkbendy,12,7, http://www.thinkbendy.com,http://www.facebook.com/thinkbendy,https://www.instagram.com/thinkbendy/,https://www.youtube.com/channel/UCgqLbRvtnrg3G7ntHhjdr8A,@adam_thinkbendy
3Mind Blight/DeadEyeChokeHold,0,0,http://3mindblightmusic.com/,https://www.facebook.com/3mindblight,,https://www.youtube.com/channel/UC7plRJGEYGXwhAKCCc_gJPg,@3mindb
mark cumberland ,1,0,https://www.reverbnation.com/artist/artist_songs/639783,https://www.facebook.com/mark.cumberland1,,,
Aksel Allouch,2,0,www.akselallouch.com,www.facebook.com/AkselAllouchMusic,https://www.instagram.com/akselallouch,https://www.youtube.com/c/AkselAllouch,
TrayVo TheyKnow,1,1,,,,https://m.youtube.com/channel/UCf7q4BEwPFA0V4v-ohD0XsA,
¡¡¡CurbAlert!!!,1,0,www.curbalerttunage.com,www.facebook.com/CurbAlertTunage,www.instagram.com/curb.alert.tunage,  ¡¡¡Curb Alert!!!,@curbalert
Dan Morgan,0,0,,,,,
BIGKEN,0,0,www.,www.facebook.com/kenneth Howard,,,
BJ Murph,1,2,http://brian-j-murphy-md.strikingly.com/ ,,www.instagram/bjmurph,,
Austin Kourakin,6,4,,,www.instagram.com/akourakin,https://www.youtube.com/channel/UCUtipEoxO6NE2xaxgV9t1Vg,
Doug Tibbs,0,0,,HUMAN,,,
Rembrandt,0,0,,,,,
BreadUp Rich,1,2,,,www.instagram.com/breaduprich,www.youtube.com/breaduprichofficial,
ballpeen hammer,1,0,https://ballpeenhammer.bandcamp.com/,https://www.facebook.com/Ball-peen-hammer-a-Side-Project-of-Leper-503326769765528/,,,
Kado Bo K,0,0,,https://www.facebook.com/KadoBoK/,,https://www.youtube.com/channel/UCinmXBsyBBJkfPgTG-8995Q,
Tanabeth,0,0,https://soundcloud.com/tanabeth,,www.instagram.com/tanabethmusic,,
Consider Me Phil,0,0,www.considermephil.com,www.facebook.com/considermephil,www.instagram.com/Consider_Me_Phil,https://www.youtube.com/channel/UCF3AjgeqapMN-0LfcfMqPfg?view_as=subscriber,@dashrider
Aeliht,0,0,,,,,
Young G Ball,0,0,www.BallWithMe.com,"www.facebook,com/YoungGBall",www.instagram.com/young_g_ball,www.youtube.com/YoungGBall,@YoungGBall1
Sean Gougz,1,1,seangougz.wordpress.com,www.facebook.com/seangougz,www.instagram.com/seangougz,youtube.com/seangougz,
PATTI RAIN,3,0,praingianneschiart.com,www.facebook.com/pattirain,https://instagram.com/patti_rain,,www.twitter.com/pattirain1
No One Here,1,0,http://MichaelAndTheMichaels.com,,,,
Adaeze C. Anane,1,0,https://gloomymoonchild.wixsite.com/adaezeanane,https://www.facebook.com/Adaeze.anane300/,https://www.instagram.com/Adaeze_C_Anane,https://www.youtube.com/channel/UCH6lX8D-syELfkecgVvD0MQ,adaeze_c_anane
Grace Balint,0,0,,https://www.facebook.com/GiselleDeVilleBurlesque/?modal=admin_todo_tour,www.instagram.com/grace.balint,https://www.youtube.com/watch?v=E8Rocc8LTfs,@gracebalint
Bill Wanner,2,1,,,,WJW Musician  ,
TheGuySolomon,2,3,https://instabio.cc/10823GjHBO,,TheGuySolomon,,
Matt Lande,5,5,www.mattlandemusic.com,www.facebook.com/mattlandeofficial,www.instagram.com/mattlande,www.youtube.com/mattlande,@mattlande
FELLA.G,2,0,,www.facebook.com/isaacwilburn,www.instagram.com/_fellag,,@fella_g4
Lauren McKie,0,0,https://laurenmckie.bandcamp.com/,https://www.facebook.com/laurenmckiemusic/,https://www.instagram.com/laurenmckiemusic/,https://www.youtube.com/channel/UCTk2N5tZ5MYxCgaXL_fT0nQ,@lauren_mckie_
Ethr3,8,4,www.ethr3.com,https://www.facebook.com/eeethr3,https://instagram.com/eeethr3,www.youtube.com/ethr3,@EEE3Three
JordanLivinGood,6,5,www.jordanlivingood.com,www.facebook.com/jordanlivingood,www.instagram.com/jordanlivingood,www.youtube.com/jordanlivingood,jordanlivingood
James Delsono,1,0,https://jamesdelsono.bandcamp.com,www.facebook.com/jamesdelsono,www.instagram.com/jamesdelsono,,@jamesdelsono
Strong A.R.M.,10,7,,www.facebook.com/survivalcrewrecords,www.instagram.com/survival_crew_records,www.youtube.com/survivalcrewrecords,@survivalcrew
Boundary Exception,6,1,,,,www.youtube.com/channel/UC-x_-pnz6x6r1IBa7fdeASw,@BoundaryExcept
Mohai Experiment,9,1,,,,www.youtube.com/channel/UCSntJNlBKK51DdDNj9P61kw,@MohaiExperiment
Peter Hamer,11,8,www.peterhamerproductions.com/,www.facebook.com/peterhamerproductions,www.instagram.com/peterhamerprod,www.youtube.com/c/PeterHamerProductions,@PeterHamerProd
Soulja-Cona Takin' OvA~!,1,1,www.reverbnation.com/souljacona ,www.facebook.com/souljacona,www.instagram.com/souljacona,www.youtube.com/souljacona,@souljacona 
Vincenzo Grieco,1,0,www.vincenzogrieco.it,www.facebook.com/vincenzogrieco76,www.instagram.com/vincenzogrieco,www.youtube.com/vincenzogrieco,@vincenzogrieco
Kama Linden,12,4,www.kamalinden.com,https://www.facebook.com/kamalindenmusic/,,https://www.youtube.com/watch?v=jOaVsNnNRSM&t=70s,@angrichik
Andy Michaels,4,5,www.andymichaelsmusic.com,www.facebook.com/andymichaelsmusicpage/,www.instagram.com/andymichaelsmusic/,https://www.youtube.com/user/catkhan,AndysMusicCo
Small World World Band,1,0,www.smallworldworldband.com,https://www.facebook.com/smallworldworldband/,https://www.instagram.com/smallworldworldband/,https://www.youtube.com/smallworldworld,@SWW_band
David J Caron,12,7,http://www.davidjcaron.com,https://www.facebook.com/DavidJCaron,https://www.instagram.com/davidjcaron,http://bit.ly/DJCYouTube,@davidjcaron 
Venrez,3,4,www.venreztheband.com,www.facebook.com/venrez,www.instagram.com/venrez,www.youtube.com/venreztheband,@venrez21
Three Guests,4,10,www.threeguests.com,www.facebook.com/threeguests,www.instagram.com/threeguests,www.youtube.com/c/threeguests,@threeguests
Carley Carpenter,2,4,www.carleycarpenter.com,www.facebook.com/carleycarpentermusic,www.instagram.com/carleycarpenter,www.youtube.com/carleyschannel,@carleytweets
Aaron Richard,5,3,,www.facebook.com/ARichardMusic,www.instagram.com/arichardmusic,https://www.youtube.com/channel/UCXlZ95GNxtEWNOAKQJ_XvIw?view_as=subscriber,@ARichardMusic
Antwon King,2,3,www.antwonkingmusic.com,,www.instagram.com/antwonkingmusic,www.youtube.com/antwonking,@antwonkingmusic
Rell Sinatra,2,2,,www.facebook.com/SinatraFrm860,www.instagram.com/SinatraFrm869,https://www.youtube.com/channel/UCFEBKcZNZl3SCL78MQ3_eNA,@SinatraFrm860
Hot Apollo,1,0,hotapollo.com,https://www.facebook.com/HotApollo,@hotapollo,https://www.youtube.com/user/LordHandjyve,@hotapollo
starseed9,0,0,,https://facebook.com/NestleSwoleHouse,https://www.instagram.com/starseed_9/,https://youtube.com/channel/UChoIDSQMtB4hY79isU3kriw,
Flew,2,0,,,https://www.instagram.com/downloadmymixtapeonline/,https://www.youtube.com/watch?v=7RyJpcXBHUc,
Robert Hall,1,0,,www.facebook.com/roberthall,,www.youtube.com/roberthall,
Nick Adam Titus,0,0,,,,,
Mademoiselle Matilde,0,0,www.mademoisellematilde.com,www.facebook.com/mademoisellematilde,www.instagram.com/mademoisellematilde,www.youtube.com/mademoisellematilde,@mllematilde
Maj,1,0,,,,,
J Lagoon,1,0,https://www.reverbnation.com/jlagoon,www.facebook/JlagoonWorld,www.instagram.com/J_Lagoon_sa,www.youtube.com/J lagoon,@Jlagoon3
TABIBITO,0,0,https://tabibito820.wixsite.com/tabibito,,https://www.instagram.com/hanimalu_hippie/,,@hanimalu_hippie
TraciLex,0,0,Www.tracilexhamm.com,Www.facebook.com/TraciLex,Www.instagram.com/TraciLex,,@TraciLexent
Claus Gamborg,1,0,https://www.clausgamborg.com/,https://www.facebook.com/ClausGamborg.1/,,https://www.youtube.com/user/clausgamborg/videos,@GamborgClaus
Bossmanspek ,0,0,,,,,@bossmanspek 
King Teez,0,0,Check Out K http://www.reverbnation.com/open_graph/artist/6635208,,Impressure1390,,
Spin the Demon ,2,0,spinthedemon.webs.com,facebook.com/stdlobster ,Jeffory Smith,youtube.com/spinthedemon,
